#omega	spectral weight
-6.000000e+00	6.093491e-05
-5.997500e+00	6.103314e-05
-5.995000e+00	6.113163e-05
-5.992500e+00	6.123041e-05
-5.990000e+00	6.132946e-05
-5.987500e+00	6.142879e-05
-5.985000e+00	6.152840e-05
-5.982500e+00	6.162829e-05
-5.980000e+00	6.172847e-05
-5.977500e+00	6.182892e-05
-5.975000e+00	6.192966e-05
-5.972500e+00	6.203069e-05
-5.970000e+00	6.213200e-05
-5.967500e+00	6.223361e-05
-5.965000e+00	6.233550e-05
-5.962500e+00	6.243768e-05
-5.960000e+00	6.254015e-05
-5.957500e+00	6.264291e-05
-5.955000e+00	6.274597e-05
-5.952500e+00	6.284932e-05
-5.950000e+00	6.295297e-05
-5.947500e+00	6.305691e-05
-5.945000e+00	6.316115e-05
-5.942500e+00	6.326569e-05
-5.940000e+00	6.337054e-05
-5.937500e+00	6.347568e-05
-5.935000e+00	6.358112e-05
-5.932500e+00	6.368687e-05
-5.930000e+00	6.379293e-05
-5.927500e+00	6.389929e-05
-5.925000e+00	6.400596e-05
-5.922500e+00	6.411294e-05
-5.920000e+00	6.422023e-05
-5.917500e+00	6.432783e-05
-5.915000e+00	6.443574e-05
-5.912500e+00	6.454396e-05
-5.910000e+00	6.465250e-05
-5.907500e+00	6.476136e-05
-5.905000e+00	6.487054e-05
-5.902500e+00	6.498003e-05
-5.900000e+00	6.508984e-05
-5.897500e+00	6.519998e-05
-5.895000e+00	6.531044e-05
-5.892500e+00	6.542122e-05
-5.890000e+00	6.553233e-05
-5.887500e+00	6.564376e-05
-5.885000e+00	6.575552e-05
-5.882500e+00	6.586761e-05
-5.880000e+00	6.598003e-05
-5.877500e+00	6.609279e-05
-5.875000e+00	6.620587e-05
-5.872500e+00	6.631930e-05
-5.870000e+00	6.643305e-05
-5.867500e+00	6.654715e-05
-5.865000e+00	6.666158e-05
-5.862500e+00	6.677636e-05
-5.860000e+00	6.689147e-05
-5.857500e+00	6.700693e-05
-5.855000e+00	6.712273e-05
-5.852500e+00	6.723888e-05
-5.850000e+00	6.735538e-05
-5.847500e+00	6.747222e-05
-5.845000e+00	6.758942e-05
-5.842500e+00	6.770696e-05
-5.840000e+00	6.782486e-05
-5.837500e+00	6.794312e-05
-5.835000e+00	6.806173e-05
-5.832500e+00	6.818069e-05
-5.830000e+00	6.830002e-05
-5.827500e+00	6.841970e-05
-5.825000e+00	6.853975e-05
-5.822500e+00	6.866016e-05
-5.820000e+00	6.878094e-05
-5.817500e+00	6.890208e-05
-5.815000e+00	6.902359e-05
-5.812500e+00	6.914547e-05
-5.810000e+00	6.926772e-05
-5.807500e+00	6.939034e-05
-5.805000e+00	6.951333e-05
-5.802500e+00	6.963671e-05
-5.800000e+00	6.976045e-05
-5.797500e+00	6.988458e-05
-5.795000e+00	7.000909e-05
-5.792500e+00	7.013398e-05
-5.790000e+00	7.025925e-05
-5.787500e+00	7.038491e-05
-5.785000e+00	7.051096e-05
-5.782500e+00	7.063739e-05
-5.780000e+00	7.076421e-05
-5.777500e+00	7.089143e-05
-5.775000e+00	7.101904e-05
-5.772500e+00	7.114704e-05
-5.770000e+00	7.127544e-05
-5.767500e+00	7.140424e-05
-5.765000e+00	7.153344e-05
-5.762500e+00	7.166304e-05
-5.760000e+00	7.179304e-05
-5.757500e+00	7.192345e-05
-5.755000e+00	7.205427e-05
-5.752500e+00	7.218550e-05
-5.750000e+00	7.231713e-05
-5.747500e+00	7.244918e-05
-5.745000e+00	7.258164e-05
-5.742500e+00	7.271452e-05
-5.740000e+00	7.284781e-05
-5.737500e+00	7.298153e-05
-5.735000e+00	7.311566e-05
-5.732500e+00	7.325022e-05
-5.730000e+00	7.338520e-05
-5.727500e+00	7.352061e-05
-5.725000e+00	7.365645e-05
-5.722500e+00	7.379272e-05
-5.720000e+00	7.392942e-05
-5.717500e+00	7.406656e-05
-5.715000e+00	7.420413e-05
-5.712500e+00	7.434213e-05
-5.710000e+00	7.448058e-05
-5.707500e+00	7.461947e-05
-5.705000e+00	7.475881e-05
-5.702500e+00	7.489859e-05
-5.700000e+00	7.503881e-05
-5.697500e+00	7.517949e-05
-5.695000e+00	7.532062e-05
-5.692500e+00	7.546220e-05
-5.690000e+00	7.560423e-05
-5.687500e+00	7.574673e-05
-5.685000e+00	7.588968e-05
-5.682500e+00	7.603310e-05
-5.680000e+00	7.617698e-05
-5.677500e+00	7.632132e-05
-5.675000e+00	7.646613e-05
-5.672500e+00	7.661141e-05
-5.670000e+00	7.675717e-05
-5.667500e+00	7.690339e-05
-5.665000e+00	7.705010e-05
-5.662500e+00	7.719728e-05
-5.660000e+00	7.734494e-05
-5.657500e+00	7.749308e-05
-5.655000e+00	7.764171e-05
-5.652500e+00	7.779082e-05
-5.650000e+00	7.794043e-05
-5.647500e+00	7.809052e-05
-5.645000e+00	7.824111e-05
-5.642500e+00	7.839220e-05
-5.640000e+00	7.854378e-05
-5.637500e+00	7.869586e-05
-5.635000e+00	7.884844e-05
-5.632500e+00	7.900153e-05
-5.630000e+00	7.915513e-05
-5.627500e+00	7.930923e-05
-5.625000e+00	7.946385e-05
-5.622500e+00	7.961897e-05
-5.620000e+00	7.977462e-05
-5.617500e+00	7.993078e-05
-5.615000e+00	8.008747e-05
-5.612500e+00	8.024468e-05
-5.610000e+00	8.040241e-05
-5.607500e+00	8.056067e-05
-5.605000e+00	8.071946e-05
-5.602500e+00	8.087878e-05
-5.600000e+00	8.103864e-05
-5.597500e+00	8.119904e-05
-5.595000e+00	8.135998e-05
-5.592500e+00	8.152146e-05
-5.590000e+00	8.168348e-05
-5.587500e+00	8.184605e-05
-5.585000e+00	8.200918e-05
-5.582500e+00	8.217285e-05
-5.580000e+00	8.233708e-05
-5.577500e+00	8.250187e-05
-5.575000e+00	8.266722e-05
-5.572500e+00	8.283313e-05
-5.570000e+00	8.299961e-05
-5.567500e+00	8.316665e-05
-5.565000e+00	8.333427e-05
-5.562500e+00	8.350246e-05
-5.560000e+00	8.367123e-05
-5.557500e+00	8.384057e-05
-5.555000e+00	8.401050e-05
-5.552500e+00	8.418101e-05
-5.550000e+00	8.435211e-05
-5.547500e+00	8.452380e-05
-5.545000e+00	8.469608e-05
-5.542500e+00	8.486896e-05
-5.540000e+00	8.504243e-05
-5.537500e+00	8.521651e-05
-5.535000e+00	8.539119e-05
-5.532500e+00	8.556648e-05
-5.530000e+00	8.574237e-05
-5.527500e+00	8.591888e-05
-5.525000e+00	8.609601e-05
-5.522500e+00	8.627375e-05
