#omega	spectral weight
-8.000000e+00	1.602036e-05
-7.997500e+00	1.602855e-05
-7.995000e+00	1.603674e-05
-7.992500e+00	1.604495e-05
-7.990000e+00	1.605316e-05
-7.987500e+00	1.606138e-05
-7.985000e+00	1.606961e-05
-7.982500e+00	1.607785e-05
-7.980000e+00	1.608609e-05
-7.977500e+00	1.609434e-05
-7.975000e+00	1.610261e-05
-7.972500e+00	1.611088e-05
-7.970000e+00	1.611916e-05
-7.967500e+00	1.612744e-05
-7.965000e+00	1.613574e-05
-7.962500e+00	1.614404e-05
-7.960000e+00	1.615235e-05
-7.957500e+00	1.616067e-05
-7.955000e+00	1.616900e-05
-7.952500e+00	1.617734e-05
-7.950000e+00	1.618569e-05
-7.947500e+00	1.619404e-05
-7.945000e+00	1.620241e-05
-7.942500e+00	1.621078e-05
-7.940000e+00	1.621916e-05
-7.937500e+00	1.622755e-05
-7.935000e+00	1.623594e-05
-7.932500e+00	1.624435e-05
-7.930000e+00	1.625276e-05
-7.927500e+00	1.626119e-05
-7.925000e+00	1.626962e-05
-7.922500e+00	1.627806e-05
-7.920000e+00	1.628651e-05
-7.917500e+00	1.629497e-05
-7.915000e+00	1.630343e-05
-7.912500e+00	1.631191e-05
-7.910000e+00	1.632039e-05
-7.907500e+00	1.632888e-05
-7.905000e+00	1.633738e-05
-7.902500e+00	1.634589e-05
-7.900000e+00	1.635441e-05
-7.897500e+00	1.636294e-05
-7.895000e+00	1.637148e-05
-7.892500e+00	1.638002e-05
-7.890000e+00	1.638857e-05
-7.887500e+00	1.639714e-05
-7.885000e+00	1.640571e-05
-7.882500e+00	1.641429e-05
-7.880000e+00	1.642288e-05
-7.877500e+00	1.643148e-05
-7.875000e+00	1.644008e-05
-7.872500e+00	1.644870e-05
-7.870000e+00	1.645732e-05
-7.867500e+00	1.646596e-05
-7.865000e+00	1.647460e-05
-7.862500e+00	1.648325e-05
-7.860000e+00	1.649191e-05
-7.857500e+00	1.650058e-05
-7.855000e+00	1.650926e-05
-7.852500e+00	1.651795e-05
-7.850000e+00	1.652664e-05
-7.847500e+00	1.653535e-05
-7.845000e+00	1.654407e-05
-7.842500e+00	1.655279e-05
-7.840000e+00	1.656152e-05
-7.837500e+00	1.657026e-05
-7.835000e+00	1.657902e-05
-7.832500e+00	1.658778e-05
-7.830000e+00	1.659655e-05
-7.827500e+00	1.660532e-05
-7.825000e+00	1.661411e-05
-7.822500e+00	1.662291e-05
-7.820000e+00	1.663172e-05
-7.817500e+00	1.664053e-05
-7.815000e+00	1.664936e-05
-7.812500e+00	1.665819e-05
