3.500000e+00	4.000000e-01	1.082500e+00	2.547233e-03
3.500000e+00	6.000000e-01	9.725000e-01	1.067499e-02
3.500000e+00	8.000000e-01	7.650000e-01	2.166826e-02
3.500000e+00	1.000000e+00	5.200000e-01	2.809337e-02
3.500000e+00	1.200000e+00	2.975000e-01	2.713767e-02
3.500000e+00	1.400000e+00	1.350000e-01	1.934660e-02
3.500000e+00	1.600000e+00	4.750000e-02	9.671088e-03
3.500000e+00	1.800000e+00	1.250000e-02	3.812939e-03
4.500000e+00	4.000000e-01	2.075000e+00	5.226120e-03
4.500000e+00	6.000000e-01	1.917500e+00	2.144692e-02
4.500000e+00	8.000000e-01	1.637500e+00	4.140023e-02
4.500000e+00	1.000000e+00	1.300000e+00	5.631189e-02
4.500000e+00	1.200000e+00	9.550000e-01	6.380169e-02
4.500000e+00	1.400000e+00	6.400000e-01	6.293568e-02
4.500000e+00	1.600000e+00	3.825000e-01	5.353119e-02
4.500000e+00	1.800000e+00	2.000000e-01	3.824047e-02
