#omega	spectral weight
-3.000000e+00	1.818467e-02
-2.997500e+00	2.011675e-02
-2.995000e+00	2.015603e-02
-2.992500e+00	1.819788e-02
-2.990000e+00	1.526933e-02
-2.987500e+00	1.240553e-02
-2.985000e+00	1.006294e-02
-2.982500e+00	8.291454e-03
-2.980000e+00	6.996402e-03
-2.977500e+00	6.066516e-03
-2.975000e+00	5.412645e-03
-2.972500e+00	4.972621e-03
-2.970000e+00	4.707411e-03
-2.967500e+00	4.596851e-03
-2.965000e+00	4.637066e-03
-2.962500e+00	4.839689e-03
-2.960000e+00	5.231776e-03
-2.957500e+00	5.852833e-03
-2.955000e+00	6.738468e-03
-2.952500e+00	7.867371e-03
-2.950000e+00	9.050648e-03
-2.947500e+00	9.850118e-03
-2.945000e+00	9.809537e-03
-2.942500e+00	8.941185e-03
-2.940000e+00	7.709988e-03
-2.937500e+00	6.543955e-03
-2.935000e+00	5.621143e-03
-2.932500e+00	4.957532e-03
-2.930000e+00	4.515629e-03
-2.927500e+00	4.255352e-03
-2.925000e+00	4.149453e-03
-2.922500e+00	4.186020e-03
-2.920000e+00	4.367362e-03
-2.917500e+00	4.706346e-03
-2.915000e+00	5.214886e-03
-2.912500e+00	5.871851e-03
-2.910000e+00	6.563172e-03
-2.907500e+00	7.054814e-03
-2.905000e+00	7.144897e-03
-2.902500e+00	6.897892e-03
-2.900000e+00	6.578424e-03
-2.897500e+00	6.406503e-03
-2.895000e+00	6.485962e-03
-2.892500e+00	6.862281e-03
-2.890000e+00	7.578644e-03
-2.887500e+00	8.702972e-03
-2.885000e+00	1.033255e-02
-2.882500e+00	1.256572e-02
-2.880000e+00	1.539420e-02
-2.877500e+00	1.845544e-02
-2.875000e+00	2.077991e-02
-2.872500e+00	2.117510e-02
-2.870000e+00	1.941772e-02
-2.867500e+00	1.653255e-02
-2.865000e+00	1.365414e-02
-2.862500e+00	1.132336e-02
-2.860000e+00	9.630770e-03
-2.857500e+00	8.501425e-03
-2.855000e+00	7.842750e-03
-2.852500e+00	7.591952e-03
-2.850000e+00	7.720504e-03
-2.847500e+00	8.214192e-03
-2.845000e+00	9.016264e-03
-2.842500e+00	9.918678e-03
-2.840000e+00	1.049179e-02
-2.837500e+00	1.031743e-02
-2.835000e+00	9.430757e-03
-2.832500e+00	8.267231e-03
-2.830000e+00	7.209039e-03
-2.827500e+00	6.409754e-03
-2.825000e+00	5.882054e-03
-2.822500e+00	5.595692e-03
-2.820000e+00	5.522624e-03
-2.817500e+00	5.651388e-03
-2.815000e+00	5.991149e-03
-2.812500e+00	6.574146e-03
-2.810000e+00	7.458697e-03
-2.807500e+00	8.730039e-03
-2.805000e+00	1.048701e-02
-2.802500e+00	1.278152e-02
-2.800000e+00	1.545177e-02
-2.797500e+00	1.786156e-02
-2.795000e+00	1.893686e-02
-2.792500e+00	1.803401e-02
-2.790000e+00	1.570642e-02
-2.787500e+00	1.303691e-02
-2.785000e+00	1.071129e-02
-2.782500e+00	8.922657e-03
-2.780000e+00	7.629674e-03
-2.777500e+00	6.734902e-03
-2.775000e+00	6.152089e-03
-2.772500e+00	5.821984e-03
-2.770000e+00	5.712286e-03
-2.767500e+00	5.815087e-03
-2.765000e+00	6.145440e-03
-2.762500e+00	6.740234e-03
-2.760000e+00	7.651591e-03
-2.757500e+00	8.917990e-03
-2.755000e+00	1.047909e-02
-2.752500e+00	1.201938e-02
-2.750000e+00	1.291280e-02
-2.747500e+00	1.264357e-02
-2.745000e+00	1.139276e-02
-2.742500e+00	9.816406e-03
-2.740000e+00	8.414987e-03
-2.737500e+00	7.368125e-03
-2.735000e+00	6.679939e-03
-2.732500e+00	6.307463e-03
-2.730000e+00	6.215714e-03
-2.727500e+00	6.394056e-03
-2.725000e+00	6.858353e-03
-2.722500e+00	7.644156e-03
-2.720000e+00	8.779053e-03
-2.717500e+00	1.020405e-02
-2.715000e+00	1.162999e-02
-2.712500e+00	1.248442e-02
-2.710000e+00	1.229266e-02
-2.707500e+00	1.121668e-02
-2.705000e+00	9.858401e-03
-2.702500e+00	8.682118e-03
-2.700000e+00	7.860454e-03
-2.697500e+00	7.407441e-03
-2.695000e+00	7.297691e-03
-2.692500e+00	7.518617e-03
-2.690000e+00	8.086609e-03
-2.687500e+00	9.046997e-03
-2.685000e+00	1.045454e-02
-2.682500e+00	1.230570e-02
-2.680000e+00	1.438196e-02
-2.677500e+00	1.607897e-02
-2.675000e+00	1.662352e-02
-2.672500e+00	1.583915e-02
-2.670000e+00	1.438491e-02
-2.667500e+00	1.304055e-02
-2.665000e+00	1.222230e-02
-2.662500e+00	1.206506e-02
-2.660000e+00	1.261513e-02
-2.657500e+00	1.392966e-02
-2.655000e+00	1.608109e-02
-2.652500e+00	1.905175e-02
-2.650000e+00	2.245902e-02
-2.647500e+00	2.521985e-02
-2.645000e+00	2.585365e-02
-2.642500e+00	2.385746e-02
-2.640000e+00	2.030932e-02
-2.637500e+00	1.661551e-02
-2.635000e+00	1.350812e-02
-2.632500e+00	1.112902e-02
-2.630000e+00	9.379932e-03
-2.627500e+00	8.119202e-03
-2.625000e+00	7.227626e-03
-2.622500e+00	6.620120e-03
-2.620000e+00	6.241980e-03
-2.617500e+00	6.063201e-03
-2.615000e+00	6.074263e-03
-2.612500e+00	6.282936e-03
-2.610000e+00	6.708382e-03
-2.607500e+00	7.362593e-03
-2.605000e+00	8.200512e-03
-2.602500e+00	9.036719e-03
-2.600000e+00	9.537207e-03
-2.597500e+00	9.471637e-03
-2.595000e+00	8.989592e-03
-2.592500e+00	8.450407e-03
-2.590000e+00	8.111894e-03
-2.587500e+00	8.078504e-03
-2.585000e+00	8.385474e-03
-2.582500e+00	9.065738e-03
-2.580000e+00	1.018169e-02
-2.577500e+00	1.183859e-02
-2.575000e+00	1.418290e-02
-2.572500e+00	1.736073e-02
-2.570000e+00	2.136663e-02
-2.567500e+00	2.569469e-02
-2.565000e+00	2.897889e-02
-2.562500e+00	2.952710e-02
-2.560000e+00	2.700749e-02
-2.557500e+00	2.286030e-02
-2.555000e+00	1.869102e-02
-2.552500e+00	1.526363e-02
-2.550000e+00	1.269758e-02
-2.547500e+00	1.087050e-02
-2.545000e+00	9.626923e-03
-2.542500e+00	8.845391e-03
-2.540000e+00	8.450181e-03
-2.537500e+00	8.408464e-03
-2.535000e+00	8.725890e-03
-2.532500e+00	9.440765e-03
-2.530000e+00	1.060591e-02
-2.527500e+00	1.222862e-02
-2.525000e+00	1.412317e-02
-2.522500e+00	1.571748e-02
-2.520000e+00	1.617954e-02
-2.517500e+00	1.516457e-02
-2.515000e+00	1.323076e-02
-2.512500e+00	1.118265e-02
-2.510000e+00	9.463886e-03
-2.507500e+00	8.174055e-03
-2.505000e+00	7.267201e-03
-2.502500e+00	6.669692e-03
-2.500000e+00	6.321476e-03
-2.497500e+00	6.184868e-03
-2.495000e+00	6.244186e-03
-2.492500e+00	6.504622e-03
-2.490000e+00	6.992462e-03
-2.487500e+00	7.755732e-03
-2.485000e+00	8.859874e-03
-2.482500e+00	1.036231e-02
-2.480000e+00	1.223032e-02
-2.477500e+00	1.417339e-02
-2.475000e+00	1.553234e-02
-2.472500e+00	1.565305e-02
-2.470000e+00	1.460629e-02
-2.467500e+00	1.311706e-02
-2.465000e+00	1.183455e-02
-2.462500e+00	1.104534e-02
-2.460000e+00	1.081754e-02
-2.457500e+00	1.116444e-02
-2.455000e+00	1.211871e-02
-2.452500e+00	1.373923e-02
-2.450000e+00	1.604678e-02
-2.447500e+00	1.883850e-02
-2.445000e+00	2.139985e-02
-2.442500e+00	2.254571e-02
-2.440000e+00	2.157189e-02
-2.437500e+00	1.908695e-02
-2.435000e+00	1.627550e-02
-2.432500e+00	1.388842e-02
-2.430000e+00	1.214219e-02
-2.427500e+00	1.100246e-02
-2.425000e+00	1.037964e-02
-2.422500e+00	1.020429e-02
-2.420000e+00	1.044754e-02
-2.417500e+00	1.112555e-02
-2.415000e+00	1.230232e-02
-2.412500e+00	1.409199e-02
-2.410000e+00	1.664929e-02
-2.407500e+00	2.011100e-02
-2.405000e+00	2.440482e-02
-2.402500e+00	2.885368e-02
-2.400000e+00	3.189620e-02
-2.397500e+00	3.193757e-02
-2.395000e+00	2.907372e-02
-2.392500e+00	2.498761e-02
-2.390000e+00	2.120848e-02
-2.387500e+00	1.838553e-02
-2.385000e+00	1.661292e-02
-2.382500e+00	1.581636e-02
-2.380000e+00	1.592997e-02
-2.377500e+00	1.692976e-02
-2.375000e+00	1.876410e-02
-2.372500e+00	2.115143e-02
-2.370000e+00	2.329480e-02
-2.367500e+00	2.399559e-02
-2.365000e+00	2.266326e-02
-2.362500e+00	2.000581e-02
-2.360000e+00	1.717719e-02
-2.357500e+00	1.485641e-02
-2.355000e+00	1.322335e-02
-2.352500e+00	1.224225e-02
-2.350000e+00	1.184200e-02
-2.347500e+00	1.198472e-02
-2.345000e+00	1.268596e-02
-2.342500e+00	1.401922e-02
-2.340000e+00	1.610786e-02
-2.337500e+00	1.907714e-02
-2.335000e+00	2.289380e-02
-2.332500e+00	2.700941e-02
-2.330000e+00	3.002268e-02
-2.327500e+00	3.028284e-02
-2.325000e+00	2.756637e-02
-2.322500e+00	2.334970e-02
-2.320000e+00	1.918362e-02
-2.317500e+00	1.577564e-02
-2.315000e+00	1.321964e-02
-2.312500e+00	1.138667e-02
-2.310000e+00	1.012089e-02
-2.307500e+00	9.300761e-03
-2.305000e+00	8.848754e-03
-2.302500e+00	8.727467e-03
-2.300000e+00	8.934094e-03
-2.297500e+00	9.492476e-03
-2.295000e+00	1.043118e-02
-2.292500e+00	1.171982e-02
-2.290000e+00	1.313573e-02
-2.287500e+00	1.415415e-02
-2.285000e+00	1.420221e-02
-2.282500e+00	1.325628e-02
-2.280000e+00	1.187037e-02
-2.277500e+00	1.058384e-02
-2.275000e+00	9.634283e-03
-2.272500e+00	9.055715e-03
-2.270000e+00	8.814879e-03
-2.267500e+00	8.877665e-03
-2.265000e+00	9.231014e-03
-2.262500e+00	9.889180e-03
-2.260000e+00	1.089760e-02
-2.257500e+00	1.233920e-02
-2.255000e+00	1.434463e-02
-2.252500e+00	1.710431e-02
-2.250000e+00	2.087186e-02
-2.247500e+00	2.592180e-02
-2.245000e+00	3.236432e-02
-2.242500e+00	3.965879e-02
-2.240000e+00	4.593164e-02
-2.237500e+00	4.830222e-02
-2.235000e+00	4.540961e-02
-2.232500e+00	3.907303e-02
-2.230000e+00	3.215048e-02
-2.227500e+00	2.629768e-02
-2.225000e+00	2.193409e-02
-2.222500e+00	1.894093e-02
-2.220000e+00	1.709639e-02
-2.217500e+00	1.623245e-02
-2.215000e+00	1.626316e-02
-2.212500e+00	1.714996e-02
-2.210000e+00	1.878860e-02
-2.207500e+00	2.077388e-02
-2.205000e+00	2.218107e-02
-2.202500e+00	2.194553e-02
-2.200000e+00	1.991358e-02
-2.197500e+00	1.700202e-02
-2.195000e+00	1.417226e-02
-2.192500e+00	1.185784e-02
-2.190000e+00	1.011060e-02
-2.187500e+00	8.845325e-03
-2.185000e+00	7.962049e-03
-2.182500e+00	7.384237e-03
-2.180000e+00	7.064887e-03
-2.177500e+00	6.984280e-03
-2.175000e+00	7.146197e-03
-2.172500e+00	7.570559e-03
-2.170000e+00	8.271189e-03
-2.167500e+00	9.195492e-03
-2.165000e+00	1.011806e-02
-2.162500e+00	1.061086e-02
-2.160000e+00	1.033839e-02
-2.157500e+00	9.439072e-03
-2.155000e+00	8.353182e-03
-2.152500e+00	7.405819e-03
-2.150000e+00	6.709512e-03
-2.147500e+00	6.263707e-03
-2.145000e+00	6.038512e-03
-2.142500e+00	6.009963e-03
-2.140000e+00	6.170647e-03
-2.137500e+00	6.532617e-03
-2.135000e+00	7.128889e-03
-2.132500e+00	8.013377e-03
-2.130000e+00	9.251870e-03
-2.127500e+00	1.088245e-02
-2.125000e+00	1.280611e-02
-2.122500e+00	1.461302e-02
-2.120000e+00	1.559848e-02
-2.117500e+00	1.533321e-02
-2.115000e+00	1.419153e-02
-2.112500e+00	1.292586e-02
-2.110000e+00	1.204365e-02
-2.107500e+00	1.173874e-02
-2.105000e+00	1.206954e-02
-2.102500e+00	1.308454e-02
-2.100000e+00	1.485879e-02
-2.097500e+00	1.744609e-02
-2.095000e+00	2.069836e-02
-2.092500e+00	2.392825e-02
-2.090000e+00	2.578206e-02
-2.087500e+00	2.513260e-02
-2.085000e+00	2.234651e-02
-2.082500e+00	1.882396e-02
-2.080000e+00	1.563821e-02
-2.077500e+00	1.316886e-02
-2.075000e+00	1.141098e-02
-2.072500e+00	1.025064e-02
-2.070000e+00	9.581813e-03
-2.067500e+00	9.338982e-03
-2.065000e+00	9.500802e-03
-2.062500e+00	1.008378e-02
-2.060000e+00	1.112155e-02
-2.057500e+00	1.260272e-02
-2.055000e+00	1.432687e-02
-2.052500e+00	1.573411e-02
-2.050000e+00	1.606915e-02
-2.047500e+00	1.508905e-02
-2.045000e+00	1.335610e-02
-2.042500e+00	1.158918e-02
-2.040000e+00	1.016054e-02
-2.037500e+00	9.144776e-03
-2.035000e+00	8.497804e-03
-2.032500e+00	8.156672e-03
-2.030000e+00	8.073345e-03
-2.027500e+00	8.221600e-03
-2.025000e+00	8.596756e-03
-2.022500e+00	9.215330e-03
-2.020000e+00	1.011691e-02
-2.017500e+00	1.136916e-02
-2.015000e+00	1.307678e-02
-2.012500e+00	1.539439e-02
-2.010000e+00	1.854132e-02
-2.007500e+00	2.280583e-02
-2.005000e+00	2.849719e-02
-2.002500e+00	3.573543e-02
-2.000000e+00	4.390154e-02
-1.997500e+00	5.087434e-02
-1.995000e+00	5.341982e-02
-1.992500e+00	5.004364e-02
-1.990000e+00	4.281216e-02
-1.987500e+00	3.491773e-02
-1.985000e+00	2.818808e-02
-1.982500e+00	2.306670e-02
-1.980000e+00	1.939357e-02
-1.977500e+00	1.688647e-02
-1.975000e+00	1.531279e-02
-1.972500e+00	1.452419e-02
-1.970000e+00	1.444132e-02
-1.967500e+00	1.500201e-02
-1.965000e+00	1.604331e-02
-1.962500e+00	1.711766e-02
-1.960000e+00	1.747934e-02
-1.957500e+00	1.662314e-02
-1.955000e+00	1.484514e-02
-1.952500e+00	1.285820e-02
-1.950000e+00	1.114163e-02
-1.947500e+00	9.838918e-03
-1.945000e+00	8.927097e-03
-1.942500e+00	8.342740e-03
-1.940000e+00	8.031503e-03
-1.937500e+00	7.960944e-03
-1.935000e+00	8.122103e-03
-1.932500e+00	8.529743e-03
-1.930000e+00	9.224140e-03
-1.927500e+00	1.027392e-02
-1.925000e+00	1.177484e-02
-1.922500e+00	1.382755e-02
-1.920000e+00	1.645188e-02
-1.917500e+00	1.937799e-02
-1.915000e+00	2.179731e-02
-1.912500e+00	2.260994e-02
-1.910000e+00	2.147664e-02
-1.907500e+00	1.925255e-02
-1.905000e+00	1.702646e-02
-1.902500e+00	1.537936e-02
-1.900000e+00	1.446194e-02
-1.897500e+00	1.426536e-02
