#omega	spectral weight
-3.000000e+00	1.150180e-02
-2.997500e+00	1.279544e-02
-2.995000e+00	1.470208e-02
-2.992500e+00	1.714537e-02
-2.990000e+00	1.966435e-02
-2.987500e+00	2.127553e-02
-2.985000e+00	2.106457e-02
-2.982500e+00	1.919971e-02
-2.980000e+00	1.673396e-02
-2.977500e+00	1.455637e-02
-2.975000e+00	1.303165e-02
-2.972500e+00	1.221862e-02
-2.970000e+00	1.209053e-02
-2.967500e+00	1.261722e-02
-2.965000e+00	1.373357e-02
-2.962500e+00	1.519822e-02
-2.960000e+00	1.641636e-02
-2.957500e+00	1.659827e-02
-2.955000e+00	1.547657e-02
-2.952500e+00	1.361378e-02
-2.950000e+00	1.174462e-02
-2.947500e+00	1.025660e-02
-2.945000e+00	9.237208e-03
-2.942500e+00	8.658575e-03
-2.940000e+00	8.482287e-03
-2.937500e+00	8.695343e-03
-2.935000e+00	9.311669e-03
-2.932500e+00	1.034329e-02
-2.930000e+00	1.171514e-02
-2.927500e+00	1.310983e-02
-2.925000e+00	1.390674e-02
-2.922500e+00	1.358556e-02
-2.920000e+00	1.230705e-02
-2.917500e+00	1.070907e-02
-2.915000e+00	9.284359e-03
-2.912500e+00	8.209629e-03
-2.910000e+00	7.486139e-03
-2.907500e+00	7.066363e-03
-2.905000e+00	6.908263e-03
-2.902500e+00	6.991201e-03
-2.900000e+00	7.318977e-03
-2.897500e+00	7.919091e-03
-2.895000e+00	8.836487e-03
-2.892500e+00	1.010803e-02
-2.890000e+00	1.168776e-02
-2.887500e+00	1.330798e-02
-2.885000e+00	1.442324e-02
-2.882500e+00	1.457580e-02
-2.880000e+00	1.393171e-02
-2.877500e+00	1.310654e-02
-2.875000e+00	1.260036e-02
-2.872500e+00	1.264312e-02
-2.870000e+00	1.333011e-02
-2.867500e+00	1.474694e-02
-2.865000e+00	1.702113e-02
-2.862500e+00	2.030482e-02
-2.860000e+00	2.464320e-02
-2.857500e+00	2.962743e-02
-2.855000e+00	3.391456e-02
-2.852500e+00	3.547185e-02
-2.850000e+00	3.336297e-02
-2.847500e+00	2.888293e-02
-2.845000e+00	2.403048e-02
-2.842500e+00	1.995165e-02
-2.840000e+00	1.692981e-02
-2.837500e+00	1.487522e-02
-2.835000e+00	1.362731e-02
-2.832500e+00	1.306454e-02
-2.830000e+00	1.313036e-02
-2.827500e+00	1.383192e-02
-2.825000e+00	1.522186e-02
-2.822500e+00	1.733868e-02
-2.820000e+00	2.004588e-02
-2.817500e+00	2.275218e-02
-2.815000e+00	2.434384e-02
-2.812500e+00	2.397720e-02
-2.810000e+00	2.206972e-02
-2.807500e+00	1.982531e-02
-2.805000e+00	1.815115e-02
-2.802500e+00	1.741925e-02
-2.800000e+00	1.771780e-02
-2.797500e+00	1.900863e-02
-2.795000e+00	2.104744e-02
-2.792500e+00	2.312261e-02
-2.790000e+00	2.402816e-02
-2.787500e+00	2.292079e-02
-2.785000e+00	2.025554e-02
-2.782500e+00	1.719534e-02
-2.780000e+00	1.454022e-02
-2.777500e+00	1.254108e-02
-2.775000e+00	1.117353e-02
-2.772500e+00	1.034746e-02
-2.770000e+00	9.991443e-03
-2.767500e+00	1.007611e-02
-2.765000e+00	1.061645e-02
-2.762500e+00	1.166227e-02
-2.760000e+00	1.326077e-02
-2.757500e+00	1.534639e-02
-2.755000e+00	1.752242e-02
-2.752500e+00	1.892374e-02
-2.750000e+00	1.870869e-02
-2.747500e+00	1.697195e-02
-2.745000e+00	1.462431e-02
-2.742500e+00	1.245693e-02
-2.740000e+00	1.078674e-02
-2.737500e+00	9.640152e-03
-2.735000e+00	8.954967e-03
-2.732500e+00	8.672884e-03
-2.730000e+00	8.768073e-03
-2.727500e+00	9.251477e-03
-2.725000e+00	1.016188e-02
-2.722500e+00	1.153015e-02
-2.720000e+00	1.327837e-02
-2.717500e+00	1.503463e-02
-2.715000e+00	1.605918e-02
-2.712500e+00	1.572705e-02
-2.710000e+00	1.422932e-02
-2.707500e+00	1.233375e-02
-2.705000e+00	1.063560e-02
-2.702500e+00	9.348747e-03
-2.700000e+00	8.474048e-03
-2.697500e+00	7.951785e-03
-2.695000e+00	7.726835e-03
-2.692500e+00	7.767342e-03
-2.690000e+00	8.068199e-03
-2.687500e+00	8.652143e-03
-2.685000e+00	9.572226e-03
-2.682500e+00	1.091469e-02
-2.680000e+00	1.279448e-02
-2.677500e+00	1.531899e-02
-2.675000e+00	1.846356e-02
-2.672500e+00	2.180176e-02
-2.670000e+00	2.428038e-02
-2.667500e+00	2.474009e-02
-2.665000e+00	2.315112e-02
-2.662500e+00	2.068648e-02
-2.660000e+00	1.850623e-02
-2.657500e+00	1.716275e-02
-2.655000e+00	1.679900e-02
-2.652500e+00	1.740611e-02
-2.650000e+00	1.887415e-02
-2.647500e+00	2.083635e-02
-2.645000e+00	2.246465e-02
-2.642500e+00	2.275211e-02
-2.640000e+00	2.146864e-02
-2.637500e+00	1.942834e-02
-2.635000e+00	1.758311e-02
-2.632500e+00	1.643106e-02
-2.630000e+00	1.612587e-02
-2.627500e+00	1.671638e-02
-2.625000e+00	1.827176e-02
-2.622500e+00	2.089732e-02
-2.620000e+00	2.463105e-02
-2.617500e+00	2.913843e-02
-2.615000e+00	3.323827e-02
-2.612500e+00	3.497458e-02
-2.610000e+00	3.318933e-02
-2.607500e+00	2.888769e-02
-2.605000e+00	2.401647e-02
-2.602500e+00	1.980251e-02
-2.600000e+00	1.659009e-02
-2.597500e+00	1.430766e-02
-2.595000e+00	1.278824e-02
-2.592500e+00	1.189099e-02
-2.590000e+00	1.153118e-02
-2.587500e+00	1.168145e-02
-2.585000e+00	1.236472e-02
-2.582500e+00	1.363406e-02
-2.580000e+00	1.550916e-02
-2.577500e+00	1.781383e-02
-2.575000e+00	1.992932e-02
-2.572500e+00	2.083993e-02
-2.570000e+00	1.996069e-02
-2.567500e+00	1.783639e-02
-2.565000e+00	1.549314e-02
-2.562500e+00	1.358292e-02
-2.560000e+00	1.230985e-02
-2.557500e+00	1.167687e-02
-2.555000e+00	1.165287e-02
-2.552500e+00	1.222895e-02
-2.550000e+00	1.339947e-02
-2.547500e+00	1.505934e-02
-2.545000e+00	1.680638e-02
-2.542500e+00	1.785029e-02
-2.540000e+00	1.750446e-02
-2.537500e+00	1.594370e-02
-2.535000e+00	1.398376e-02
-2.532500e+00	1.227987e-02
-2.530000e+00	1.108695e-02
-2.527500e+00	1.043689e-02
-2.525000e+00	1.030612e-02
-2.522500e+00	1.068659e-02
-2.520000e+00	1.159260e-02
-2.517500e+00	1.301027e-02
-2.515000e+00	1.475980e-02
-2.512500e+00	1.630367e-02
-2.510000e+00	1.683346e-02
-2.507500e+00	1.596410e-02
-2.505000e+00	1.419069e-02
-2.502500e+00	1.229772e-02
-2.500000e+00	1.074071e-02
-2.497500e+00	9.636374e-03
-2.495000e+00	8.955087e-03
-2.492500e+00	8.641372e-03
-2.490000e+00	8.658748e-03
-2.487500e+00	9.002189e-03
-2.485000e+00	9.701663e-03
-2.482500e+00	1.082373e-02
-2.480000e+00	1.246686e-02
-2.477500e+00	1.472956e-02
-2.475000e+00	1.760005e-02
-2.472500e+00	2.070717e-02
-2.470000e+00	2.307767e-02
-2.467500e+00	2.354579e-02
-2.465000e+00	2.193849e-02
-2.462500e+00	1.930098e-02
-2.460000e+00	1.675611e-02
-2.457500e+00	1.483901e-02
-2.455000e+00	1.365461e-02
-2.452500e+00	1.316000e-02
-2.450000e+00	1.331138e-02
-2.447500e+00	1.411554e-02
-2.445000e+00	1.564194e-02
-2.442500e+00	1.800934e-02
-2.440000e+00	2.131677e-02
-2.437500e+00	2.543783e-02
-2.435000e+00	2.963152e-02
-2.432500e+00	3.236450e-02
-2.430000e+00	3.230138e-02
-2.427500e+00	2.983771e-02
-2.425000e+00	2.667244e-02
-2.422500e+00	2.419948e-02
-2.420000e+00	2.301343e-02
-2.417500e+00	2.322243e-02
-2.415000e+00	2.464989e-02
-2.412500e+00	2.669346e-02
-2.410000e+00	2.811874e-02
-2.407500e+00	2.758939e-02
-2.405000e+00	2.496125e-02
-2.402500e+00	2.138109e-02
-2.400000e+00	1.799991e-02
-2.397500e+00	1.531941e-02
-2.395000e+00	1.339301e-02
-2.392500e+00	1.212228e-02
-2.390000e+00	1.140212e-02
-2.387500e+00	1.116686e-02
-2.385000e+00	1.140000e-02
-2.382500e+00	1.213410e-02
-2.380000e+00	1.344413e-02
-2.377500e+00	1.541703e-02
-2.375000e+00	1.804888e-02
-2.372500e+00	2.100452e-02
-2.370000e+00	2.334643e-02
-2.367500e+00	2.384846e-02
-2.365000e+00	2.217928e-02
-2.362500e+00	1.931242e-02
-2.360000e+00	1.642511e-02
-2.357500e+00	1.411397e-02
-2.355000e+00	1.250222e-02
-2.352500e+00	1.153422e-02
-2.350000e+00	1.113683e-02
-2.347500e+00	1.127491e-02
-2.345000e+00	1.196026e-02
-2.342500e+00	1.323176e-02
-2.340000e+00	1.508292e-02
-2.337500e+00	1.728690e-02
-2.335000e+00	1.916824e-02
-2.332500e+00	1.975032e-02
-2.330000e+00	1.863066e-02
-2.327500e+00	1.646825e-02
-2.325000e+00	1.421440e-02
-2.322500e+00	1.240217e-02
-2.320000e+00	1.116797e-02
-2.317500e+00	1.048692e-02
-2.315000e+00	1.031376e-02
-2.312500e+00	1.063173e-02
-2.310000e+00	1.145245e-02
-2.307500e+00	1.277021e-02
-2.305000e+00	1.443952e-02
-2.302500e+00	1.599043e-02
-2.300000e+00	1.666319e-02
-2.297500e+00	1.602320e-02
-2.295000e+00	1.447437e-02
-2.292500e+00	1.277356e-02
-2.290000e+00	1.139800e-02
-2.287500e+00	1.049239e-02
-2.285000e+00	1.005170e-02
-2.282500e+00	1.004629e-02
-2.280000e+00	1.047208e-02
-2.277500e+00	1.136591e-02
-2.275000e+00	1.280524e-02
-2.272500e+00	1.488398e-02
-2.270000e+00	1.762284e-02
-2.267500e+00	2.074753e-02
-2.265000e+00	2.340316e-02
-2.262500e+00	2.436106e-02
-2.260000e+00	2.314516e-02
-2.257500e+00	2.062370e-02
-2.255000e+00	1.801176e-02
-2.252500e+00	1.598495e-02
-2.250000e+00	1.472021e-02
-2.247500e+00	1.419606e-02
-2.245000e+00	1.437221e-02
-2.242500e+00	1.525828e-02
-2.240000e+00	1.693580e-02
-2.237500e+00	1.955929e-02
-2.235000e+00	2.332054e-02
-2.232500e+00	2.830366e-02
-2.230000e+00	3.410166e-02
-2.227500e+00	3.924686e-02
-2.225000e+00	4.137205e-02
-2.222500e+00	3.919449e-02
-2.220000e+00	3.405799e-02
-2.217500e+00	2.832972e-02
-2.215000e+00	2.345342e-02
-2.212500e+00	1.982616e-02
-2.210000e+00	1.737059e-02
-2.207500e+00	1.591163e-02
-2.205000e+00	1.531439e-02
-2.202500e+00	1.550346e-02
-2.200000e+00	1.641251e-02
-2.197500e+00	1.784605e-02
-2.195000e+00	1.926918e-02
-2.192500e+00	1.982409e-02
-2.190000e+00	1.898935e-02
-2.187500e+00	1.717665e-02
-2.185000e+00	1.522512e-02
-2.182500e+00	1.368376e-02
-2.180000e+00	1.273460e-02
-2.177500e+00	1.239564e-02
-2.175000e+00	1.266426e-02
-2.172500e+00	1.357172e-02
-2.170000e+00	1.518074e-02
-2.167500e+00	1.751599e-02
-2.165000e+00	2.037030e-02
-2.162500e+00	2.300154e-02
-2.160000e+00	2.416553e-02
-2.157500e+00	2.310587e-02
-2.155000e+00	2.044656e-02
-2.152500e+00	1.743684e-02
-2.150000e+00	1.487938e-02
-2.147500e+00	1.301355e-02
-2.145000e+00	1.181414e-02
-2.142500e+00	1.120079e-02
-2.140000e+00	1.111974e-02
-2.137500e+00	1.156440e-02
-2.135000e+00	1.256814e-02
-2.132500e+00	1.416200e-02
-2.130000e+00	1.625415e-02
-2.127500e+00	1.840309e-02
-2.125000e+00	1.970739e-02
-2.122500e+00	1.936484e-02
-2.120000e+00	1.756075e-02
-2.117500e+00	1.523524e-02
-2.115000e+00	1.314937e-02
-2.112500e+00	1.159228e-02
-2.110000e+00	1.058261e-02
-2.107500e+00	1.006353e-02
-2.105000e+00	9.989191e-03
-2.102500e+00	1.035030e-02
-2.100000e+00	1.117378e-02
-2.097500e+00	1.249832e-02
-2.095000e+00	1.429633e-02
-2.092500e+00	1.630386e-02
-2.090000e+00	1.785995e-02
-2.087500e+00	1.819026e-02
-2.085000e+00	1.719908e-02
-2.082500e+00	1.560111e-02
-2.080000e+00	1.415682e-02
-2.077500e+00	1.324189e-02
-2.075000e+00	1.296051e-02
-2.072500e+00	1.333607e-02
-2.070000e+00	1.440721e-02
-2.067500e+00	1.624401e-02
-2.065000e+00	1.888518e-02
-2.062500e+00	2.214231e-02
-2.060000e+00	2.526981e-02
-2.057500e+00	2.693372e-02
-2.055000e+00	2.620887e-02
-2.052500e+00	2.366176e-02
-2.050000e+00	2.066861e-02
-2.047500e+00	1.818448e-02
-2.045000e+00	1.653506e-02
-2.042500e+00	1.573795e-02
-2.040000e+00	1.575010e-02
-2.037500e+00	1.657218e-02
-2.035000e+00	1.828172e-02
-2.032500e+00	2.103280e-02
-2.030000e+00	2.500494e-02
-2.027500e+00	3.021613e-02
-2.025000e+00	3.607117e-02
-2.022500e+00	4.081348e-02
-2.020000e+00	4.202659e-02
-2.017500e+00	3.889743e-02
-2.015000e+00	3.320950e-02
-2.012500e+00	2.728442e-02
-2.010000e+00	2.233547e-02
-2.007500e+00	1.860709e-02
-2.005000e+00	1.595180e-02
-2.002500e+00	1.415553e-02
-2.000000e+00	1.304826e-02
-1.997500e+00	1.252624e-02
-1.995000e+00	1.254833e-02
-1.992500e+00	1.312397e-02
-1.990000e+00	1.428420e-02
-1.987500e+00	1.600029e-02
-1.985000e+00	1.800380e-02
-1.982500e+00	1.959515e-02
-1.980000e+00	1.989655e-02
-1.977500e+00	1.871239e-02
-1.975000e+00	1.677661e-02
-1.972500e+00	1.494200e-02
-1.970000e+00	1.364610e-02
-1.967500e+00	1.300665e-02
-1.965000e+00	1.303474e-02
-1.962500e+00	1.374605e-02
-1.960000e+00	1.517962e-02
-1.957500e+00	1.733072e-02
-1.955000e+00	1.995500e-02
-1.952500e+00	2.228608e-02
-1.950000e+00	2.314035e-02
-1.947500e+00	2.191905e-02
-1.945000e+00	1.932058e-02
-1.942500e+00	1.650586e-02
-1.940000e+00	1.416570e-02
-1.937500e+00	1.248635e-02
-1.935000e+00	1.143311e-02
-1.932500e+00	1.093237e-02
-1.930000e+00	1.093946e-02
-1.927500e+00	1.145247e-02
-1.925000e+00	1.249641e-02
-1.922500e+00	1.406124e-02
-1.920000e+00	1.595213e-02
-1.917500e+00	1.759173e-02
-1.915000e+00	1.813838e-02
-1.912500e+00	1.723316e-02
-1.910000e+00	1.543264e-02
-1.907500e+00	1.355681e-02
-1.905000e+00	1.206957e-02
-1.902500e+00	1.109103e-02
-1.900000e+00	1.059983e-02
-1.897500e+00	1.055656e-02
-1.895000e+00	1.095058e-02
-1.892500e+00	1.181472e-02
-1.890000e+00	1.322901e-02
-1.887500e+00	1.531195e-02
-1.885000e+00	1.817077e-02
-1.882500e+00	2.174253e-02
-1.880000e+00	2.546661e-02
-1.877500e+00	2.805469e-02
-1.875000e+00	2.819583e-02
-1.872500e+00	2.597976e-02
-1.870000e+00	2.280785e-02
-1.867500e+00	1.995729e-02
-1.865000e+00	1.798571e-02
-1.862500e+00	1.700207e-02
-1.860000e+00	1.698445e-02
-1.857500e+00	1.791370e-02
-1.855000e+00	1.975610e-02
-1.852500e+00	2.229626e-02
-1.850000e+00	2.484113e-02
-1.847500e+00	2.618440e-02
-1.845000e+00	2.548527e-02
-1.842500e+00	2.323661e-02
-1.840000e+00	2.066760e-02
-1.837500e+00	1.864609e-02
-1.835000e+00	1.748997e-02
