2.500000e+00	4.000000e-01	-4.050000e-01	2.359925e-03
2.500000e+00	6.000000e-01	-8.475000e-01	8.489319e-03
2.500000e+00	8.000000e-01	-1.372500e+00	1.842632e-02
2.500000e+00	1.000000e+00	-1.960000e+00	3.013054e-02
2.500000e+00	1.200000e+00	-2.592500e+00	4.227410e-02
2.500000e+00	1.400000e+00	-3.257500e+00	5.406616e-02
2.500000e+00	1.600000e+00	-3.947500e+00	6.515171e-02
2.500000e+00	1.800000e+00	-4.655000e+00	7.540804e-02
2.500000e+00	2.000000e+00	-5.377500e+00	8.481968e-02
3.500000e+00	4.000000e-01	8.100000e-01	3.513613e-03
3.500000e+00	6.000000e-01	4.200000e-01	1.391698e-02
3.500000e+00	8.000000e-01	-9.250000e-02	2.918613e-02
3.500000e+00	1.000000e+00	-6.825000e-01	4.520977e-02
3.500000e+00	1.200000e+00	-1.327500e+00	6.035793e-02
3.500000e+00	1.400000e+00	-2.007500e+00	7.415389e-02
3.500000e+00	1.600000e+00	-2.710000e+00	8.648960e-02
3.500000e+00	1.800000e+00	-3.432500e+00	9.745981e-02
3.500000e+00	2.000000e+00	-4.167500e+00	1.071992e-01
4.500000e+00	4.000000e-01	1.902500e+00	4.614318e-03
4.500000e+00	6.000000e-01	1.570000e+00	2.072304e-02
4.500000e+00	8.000000e-01	1.082500e+00	4.362381e-02
4.500000e+00	1.000000e+00	4.950000e-01	6.527714e-02
4.500000e+00	1.200000e+00	-1.550000e-01	8.380457e-02
4.500000e+00	1.400000e+00	-8.425000e-01	9.954781e-02
4.500000e+00	1.600000e+00	-1.555000e+00	1.128516e-01
4.500000e+00	1.800000e+00	-2.285000e+00	1.241572e-01
4.500000e+00	2.000000e+00	-3.030000e+00	1.338309e-01
3.500000e+00	1.300000e+00	1.100000e+01	6.460272e-01
3.500000e+00	1.300000e+00	1.100000e+01	6.460272e-01
